comment,Нравится скорость отработки заявок,Нравится качество выполнения заявки,Нравится качество работы сотрудников,Понравилось выполнение заявки,Вопрос решен
"спасибо , антону, за грамотность в своей работе!",0,0,1,0,1
большое спасибо за оперативный ответ!,0,0,0,0,1
благодарю за оперативность!,1,0,0,0,1
"спасибо дмитрию. пришел оперативно. 
все сделал.",1,0,0,0,1
отличный мастер.,0,0,0,0,0
спасибо!),0,0,0,0,1
быстро 👍🏻,1,0,0,0,0
спасибо 🤝,0,0,0,0,1
спасибо 🤝,0,0,0,0,1
спасибо 🤝,0,0,0,0,1
спасибо 👍🏻,0,0,0,0,1
спасибо за оперативное решение заявки!,1,0,0,0,1
быстро и четко,1,0,0,0,0
здравствуйте мне нужны подтверждения оплаты а не квитанции. пришлите пожалуйста,0,0,0,0,0
вопрос за декабрь сумма более 12 т.р из-за чего такая большая разница?,0,0,0,0,0
быстро со слов сантехника все сделали,1,0,0,1,0
мастер пришел быстро. пломбу тоже поставил быстро. спасибо,1,0,0,0,1
"по самой консультации вопросов нет. а вот то, что при обновлении приложения ""слетают"" настройки - нехорошо",0,0,0,0,1
спасибо за консультацию,0,0,0,0,1
спасибо!!!,0,0,0,0,1
"оперативно пришли, выполнили осмотр, составили акт! на все интересующие вопросы ответили. благодарю!",1,0,0,1,1
все хорошо и быстро.,1,0,0,0,0
мастер молодец . быстро и все качественно сделал,1,1,0,0,0
оперативно восстановили элетроэнергию.,1,0,0,0,0
довольно быстро ликвидировали отсутствие электричества.,1,0,0,0,0
отличный мастер,0,0,1,0,0
спасибо 🙏,0,0,0,0,1
вежливый специалист,0,0,1,0,0
"кирилл, спасибо! позвонили, разъяснили, что нет таких ограничении у нас.",0,0,0,0,1
оперативно 👍,1,0,0,0,0
спасибо большое,0,0,0,0,1
большое спасибо,0,0,0,0,1
ответ на вопрос предоставлен.,0,0,0,0,0
сантехник валерий объяснил все по телефону. пока проблем нет.,0,0,0,0,0
быстро и оперативно. спасибо!,1,0,0,0,1
